Name,U87,U87,U251,U251,hG008,hG008,hG020,hG020,SF126
HCFC1,5.327457434294153,5.4037210500702155,5.56915079356325,5.6845410537374415,5.290387539763883,5.128652215227526,4.871710606971775,4.651815184403275,4.856079364793761
ARHGAP4,0.3504644324708004,0.12464046452155604,0.4719251406745338,0.46573316826882044,5.975231216586764,6.219880977769131,3.5494227457466634,3.153400027735061,1.5578168745318663
PDZD4,0.0,0.0,1.4962782619157025,0.9058507110609778,6.9232561660848555,6.845402232051719,6.371970006956071,6.525420580394964,0.0
SSR4,7.778333439825527,8.014941045720555,8.379590639913443,8.419500969708828,8.183208588260735,8.32029512229799,8.211109564324875,8.116416744016197,8.969003670666703
ENST00000416854.1,4.5847761405756895,2.9629820440630588,0.0,0.0,2.214131023852553,1.6778735209052886,1.8463248161931853,1.8846096422291732,2.4720171941799323
ABCD1,1.4133936941817693,1.9369299815805971,3.5820139873800425,3.5131748846036297,2.153289764164631,2.146567250227558,2.8737639923684997,2.7231456797432423,2.808813367609335
DUSP9,0.04813990975403048,0.039061167287980154,0.38258093743956073,0.03419599085681527,2.821130571885521,2.465770775531678,0.1965088468496824,0.1820884000888182,0.03218126500108731
CCNQ,5.485491231761261,5.384357244961172,5.242621558828009,5.480459019647778,3.7198843520631293,3.931654694493183,4.457607423919713,4.263740552436193,4.690579124218809
HAUS7,5.068047342293103,4.818753437424415,5.049791929364329,5.208603094797766,4.943250912878575,4.88743753661878,4.674019911417205,4.631820212406125,3.589260133473717
ZFP92,0.03405932097308612,0.027689122753227137,0.012645901207718462,0.012175320120361852,0.7956589078181061,0.7517027936732598,0.10233697420939551,0.1414027072195003,0.0
ENST00000428521.1,0.0,0.0,0.0,0.0,0.0,1.0199793975293447,0.0,0.0,0.0
MAGEA1,5.932106065832552,5.8345494242781575,0.048946196380994116,0.33969952728801484,0.0,0.0,0.0,0.0,4.384692243422155
PNMA6B,0.0,0.0,0.6503960275212798,0.5555001015312707,0.0,0.0,0.0,0.0,0.0
PNMA3,0.0,0.023906813579178097,0.0,0.0,3.201970973338829,3.16621571682619,0.0,0.0,0.0
NSDHL,5.660928616868755,5.924275697445948,5.634854602572164,5.477204553798836,5.047952746370521,4.989425155901594,5.83434210236486,5.626041902813298,5.622262715803301
ENST00000651163.1,0.0,0.0,1.9029263990478391,1.9768804935840008,0.0,0.0,0.0,0.0,0.0
CSAG1,0.0,0.0,1.4074724042021856,1.2420597737082208,0.0,0.0,0.0,0.0,0.0
GABRQ,4.4993803236270065,4.4324517030307335,1.8065344135962687,1.9180236067891527,0.5448137511638004,0.4992024769981586,0.04910516858269802,0.06318951900556999,4.216291883395433
GABRE,0.0,0.0,3.392368259708318,3.371901723297823,0.0,0.04570017253022123,0.0,0.0,0.11980900263803462
ENST00000602419.1,0.39396637360125614,0.3183689075848934,0.5342708178848572,0.7153618690018955,0.0,0.3245318282246511,0.0,0.2624235356231648,0.0
VMA21,5.419262460842354,5.412209075016501,5.485768138745095,5.404719232187279,5.344168057275035,5.148088082645336,5.235183266558986,5.018571864888248,4.812487957004915
ENST00000660681.1,0.21433373226442715,0.061080771939582286,0.04341170308116569,0.13022713734820016,0.13044330145169175,0.32284766411790544,0.32571337313165155,0.3427800067689672,0.07491229297500392
HMGB3,7.027308895764967,6.9396144732331,7.539717165642855,7.4870199963854915,7.821097909002612,7.5022271573332455,6.101759316107718,6.300628945526961,5.08044874734177
MTMR1,3.0765590951316044,2.908972344586267,5.287749312069762,5.477324380985797,4.958754533625457,4.838452635164745,4.368370261174759,4.1799409284507245,2.865604118350897
MTM1,3.2209366260778465,3.4861994925681032,3.4343186404340553,3.2086343062560894,3.1289960982022547,2.657511963199078,4.195631069496662,3.904474463845611,3.245682756856187
EOLA2,5.476773741434626,5.626970558035511,5.579940404499335,5.653435550598165,5.405978749281062,5.496318533099975,5.5801032644691295,5.53764085609711,5.436718203917116
TMEM185A,4.301514485770448,4.19194159262148,4.622953771104119,4.379516997771721,4.045853563169463,3.963705306579481,5.11298364033271,4.805684551180649,4.84607704566758
EOLA1,4.065649855229699,3.899813678862913,4.444408662425894,4.555306950888127,4.05563818409746,3.2320206107132767,4.849654051879559,4.700223297653016,4.4850338968916175
LINC00893,1.5552713612266076,0.7356304836695389,0.8818666216339726,0.6606338612537664,1.2981245369582342,0.4186066363414957,3.4981231897507707,2.7282818996622136,3.213680113137386
ENST00000370438.2,0.0,0.17303018424019484,0.5483547463463825,0.6363049012976522,0.1850914037755733,0.1791160863113491,1.354914741840941,1.026063477307997,0.7021273497368008
ENST00000441880.1,0.0,0.0,0.0,0.0,0.0,0.5794688513785083,0.0,0.0,1.7348548306720672
IDS,6.937273762400426,6.8949874821530175,7.0345128707535896,6.997077839350455,7.275612390380745,7.077114791662424,8.08424501566808,7.841664979079296,7.95297415593961
AFF2,0.0,0.0,2.422695880797734,1.932439186553471,0.007284500741103316,0.0,0.0,0.0,0.0
FMR1-IT1,1.774915644771153,1.1200267332590723,2.188530691686341,1.4451334027931266,2.1168238439618516,1.4616018972260092,2.096548609119551,0.7327971140890275,1.1561506449280903
FMR1,5.094147376850612,5.045718167948486,5.943014083943563,5.864765583023065,5.156522013644103,4.843883374321562,4.801324235692284,4.490467443870772,4.3529703382459335
SLITRK2,0.0,0.0,2.430526148144013,2.205883546332028,4.658565685178366,4.260078363063817,5.464168333605868,5.471041102023688,0.0
SPANXA1,0.0,0.0,0.6138003652031176,1.2875904955239414,0.0,0.0,0.0,0.0,0.0
SPANXA2-OT1,0.11210758879383155,0.03117637563916838,0.5621530201582448,0.6070210851700207,0.16169423543613154,0.2347134479685028,0.30101865020149404,0.1057947223133043,0.13573448239296448
LDOC1,0.0,0.0,6.890337246052427,7.000101435928998,3.673239810401608,3.6125176383652313,0.4562457807024782,0.036086905349986466,0.19081078796176953
SPANXB1,0.35322503774400865,0.0,2.3138233947482183,3.3795308601091274,0.0,0.0,0.0,0.0,0.4408119070500772
SOX3,0.0,0.0,2.609511498660099,3.286827932645384,0.8687665616909467,0.6992806575770031,4.404807774722492,4.537028876601905,0.0
ENST00000453380.1,0.0,0.0,2.047583755818627,1.6008358716753566,0.0,0.47402894203652496,0.3614651932013226,0.6156149837463457,0.20563523570823558
ATP11C,3.8785978373038925,3.7743864749581473,5.552272542011153,5.444405349248255,2.935612495664287,2.8285056653085148,0.35114546556079457,0.12489186713091267,4.182295025025483
FGF13-AS1,0.0,0.12296818431285697,0.7190379586582625,0.8951118006604472,0.0,0.0,0.0,0.0,0.285797537121549
FGF13,5.104269556159249,5.02839676105618,4.438552353638447,4.2768316178627845,0.05378559535092249,0.07741529155893684,0.09326809211831422,0.05680962535217688,3.8172548628103047
ENST00000438602.5,0.46601206547757684,0.0,0.19960513527332138,0.46230260860115574,0.5183880924128598,0.0,0.0,0.20277251353222023,0.0
ENST00000424306.5,0.796449074877705,0.6958735835135231,0.7325583608587761,0.6681808623602613,0.9049256539663687,0.3694139956775082,1.1620939971941011,1.0396788645216977,0.8875057747309265
ENST00000650669.1,0.8816019771987852,0.7289757945972928,0.5342897454063947,0.4714996419463876,0.2948389193438342,0.1972111877556099,0.22083511928226682,0.10432055522206739,0.7811380985459129
ENST00000365409.1,0.0,0.0,0.0,0.0,3.0928924202659998,0.0,0.0,0.0,0.0
ARHGEF6,4.456760160950665,4.411385567661239,3.308360875198613,2.691020420424575,5.604471687170575,5.161218568082014,4.751206609742853,4.618367881448209,5.192383565765978
HTATSF1,5.671064040482942,5.612620841024792,6.924064245500894,6.83586092970722,6.317463265491546,6.28153505685431,5.744257989744657,5.705574332836029,5.59813291653423
MAP7D3,4.680076759226612,4.637233468853219,4.925410830793089,4.99690842079042,2.865827777424974,2.875211914608464,2.088704721611432,2.117000121267307,3.8709860544000483
FHL1,3.720869433193588,3.774049054229466,5.722840311560191,5.7740174169897545,8.287209079738597,8.135611820747215,6.141673928435115,6.022731770172262,6.32276461544356
CT45A9,0.0,0.0,1.2180557638765768,1.528396284591406,0.0,0.0,0.0,0.0,0.0
CT45A6,0.0,0.0,1.6728733565078917,0.0,0.0,0.0,0.0,0.0,0.0
CT45A3,0.0,0.0,0.9587372757941042,0.2489015352406398,0.0,0.0,0.0,0.0,0.0
INTS6L,2.4519759496292224,2.1646929696929096,3.197936140792481,2.94411254831057,0.026868032576223704,0.0936764524263531,0.03796831860642525,0.09039548836648717,2.6849533528939005
SMIM10L2B,0.1829693700439216,0.031245554782901877,0.3088128480627878,0.10644212848757444,0.06609332474211507,0.06495043323042429,0.44966067615408695,0.21537915584261952,0.6121646884496905
RTL8C,6.922721158667386,7.05055611310127,7.712588902593866,7.800893430421311,7.194431842140656,7.282189572835678,7.490273282089908,7.403191017468418,8.203827597942125
RTL8B,5.259999301688161,5.329231256083482,4.56936956603177,4.4400685092094525,4.052555009434106,3.9784244654408574,4.283514383031533,4.357629415445859,5.250540978749386
SMIM10,3.75468444190499,3.69446793531935,4.361768359419154,4.493736987308864,2.704553297231241,2.398717017863294,1.8119477398663724,1.7708375013632638,3.4913272183045114
MOSPD1,4.857234580499787,4.932113154308392,4.767961947302562,4.919015844876677,2.807927764345545,2.7159394833507657,3.262111386925329,2.807319884752585,3.961012044291469
ENST00000624398.1,0.0,1.786905776340373,2.928146676108844,0.0,3.0365138835727428,0.0,3.084258198963782,2.7715179929832807,2.309618592694691
FAM122B,6.285269040865549,6.250139215187026,6.7038343777785245,6.844624174130813,5.509996635922997,5.049691749921763,5.050140325431161,4.9634694999449085,5.44384862736282
ENST00000440614.1,0.9942053351969832,1.3233873640030485,0.0,0.18768034671840125,0.0,0.0,0.16511956525892454,0.0,0.7252385792739002
PLAC1,0.8309910895000056,0.5685254075305421,0.9759500160888611,0.863871862962362,0.6818845944220159,1.0427003633124983,0.598182236358491,0.38580871154719487,0.4437487923669351
LINC00629,0.47229539929886255,0.4534174891866775,0.10610036639889132,0.12622357005885626,0.48083381445041606,0.49237109114552163,0.9438635800992156,0.9440488105409953,0.8924765164198365
MIR503HG,2.264623500496821,1.9764002984191562,3.7918244876949134,3.3726150583526886,1.7649235931511358,1.0866343267128686,3.0038972214667012,3.4411169162365756,2.300680189943545
HPRT1,6.86616616903904,6.951168128838912,7.657954345870244,7.674086313578818,6.251764531104283,5.91602513444989,5.341160300950546,5.22242977634943,5.517603254894493
PHF6,4.636212777452077,4.528096176411866,6.076016015597741,5.815127078605408,5.402190071292552,5.038163982499054,4.824111007589209,4.701549056943071,4.5065448202070515
CCDC160,0.12350198868314952,0.0,0.8441236862606044,0.71909667899126,0.0,0.0,0.7334550003350585,0.6516317532850283,0.0
MBNL3,3.1921768023282615,2.83748917550033,3.384333066804912,3.189454549090906,3.8109468794347676,2.7991121799120036,2.195391697496629,2.0379549689357925,2.114716827758901
RAP2C,5.264521418485527,5.069092036752504,5.55738251780108,5.57879081418002,4.48058827023386,4.590985186289793,4.582260930866659,4.532609957525062,5.128549116830891
ZNF280C,1.9260905332604767,2.1865132350496106,2.835562344858783,2.7922973190980787,2.6018937743102497,2.9950792410312337,1.9944421457324686,2.209253714014645,1.985977606560023
RAB33A,1.0435264927727064,0.7626949358793486,0.3573526878085766,0.09423336690170514,5.7230697534419965,5.970409644467967,2.83150638848527,2.8834272710421054,1.7447638869532938
AIFM1,5.783967322017854,5.8754680022940216,6.374357901170467,6.074203558865008,5.350094084790059,5.436335101595947,6.012959685616037,5.908486295329356,4.8870572937549825
ELF4,5.037887340416869,5.242373851512005,4.862416674973591,4.992559986151391,3.2357255283138473,3.1759668426825645,3.609010259946737,3.5781296112089827,4.364740503481129
UTP14A,4.976743965800708,4.839934400554574,5.244704427938926,5.433500316502298,3.2454682811695923,2.907246416502498,2.9296262711643997,2.7751538132536284,4.203428272837146
ENST00000614439.1,0.0,0.0,0.0,0.0,0.0,1.0673082908615765,0.0,1.2119466823711844,0.5309546715965391
XPNPEP2,0.0,0.0,0.0,0.0,0.0,0.027676385267538153,0.08644818504887321,0.0,2.2521279875800553
OCRL,4.702458078675398,4.769533738398985,5.230618051339141,5.166695362768733,4.931668875846193,4.89830027179964,4.67169532334229,4.532304490004541,4.464433025808115
SMARCA1,5.663669103856493,5.56148805628952,5.8923205895876105,5.646934499915982,5.898875843663327,5.650500347138631,6.292426552262533,6.121129402530687,7.039642897928892
MTND4P24,0.0,0.6645529254245536,0.35601193285439414,0.0,0.7053206347960429,0.0,0.0,0.30528766852815176,0.0
TENM1,0.0,0.0,2.0450165298474907,1.3238600121464759,0.22508609600527346,0.11214362882281514,3.0615256479503983,2.594570046501732,0.005342494391147621
SH2D1A,0.0,0.0,0.0,0.0,0.3039280051274803,0.5963818044685744,0.48617889352701193,0.13679642992776167,0.0
GRIA3,2.2906101846003946,2.294914771420976,0.0,0.3143670605890039,5.133419676482232,4.945172244690195,4.849153604380294,4.6446523377206725,3.912467840096082
C1GALT1C1,5.093268599259915,5.013984751310822,6.031229760347157,5.8024724212211645,3.9051486924327783,3.6042967271598103,4.333380795733823,4.327486177533501,5.804887350229325
MCTS1,6.420942139890954,6.172885497868875,6.8324090356502385,6.720428966160006,5.5104999297971125,5.3348185232237535,5.1945598860226125,5.060851539839091,5.501499654277955
CUL4B,5.879249951624339,5.7468152570970235,6.790029129696984,6.479109275028563,5.684451285921302,5.433496978178451,5.220639512876858,4.979883583689589,5.71311290108252
ZBTB33,3.934742936928319,3.9085247241568286,4.4657263779641,4.14107305330262,5.241901184179503,5.136786096442413,4.393731944238385,4.296185729291269,3.977334882264171
RHOXF1-AS1,0.16222421823338584,0.6825535219529184,0.18572068305469816,0.0,0.9496589340965438,1.4053552555508615,0.9884025725509085,0.826487066578747,0.4998372149455139
RHOXF1P3,0.04080407820879032,0.06548821511730885,0.4373886213388897,0.0,0.03540995274794304,0.2513300804926785,0.12188672458515021,0.0,0.558634017372892
NDUFA1,9.00170092622249,8.845129332092418,9.301434461861302,9.214311834443775,8.308002210278696,8.3524848869497,8.552242565361835,8.524835513029103,8.549769268852565
UPF3B,4.804384035441341,4.779979312261141,5.491548495223127,5.51214469733882,4.8031753630510545,4.54044890323242,4.297316160998118,4.238725727146128,4.02429308059032
ENST00000654639.1,0.1091479008473155,0.2516560821867186,0.15757152351716774,0.2222110425586884,0.0,0.04734294513773197,0.2546557160209327,0.1424395793363948,0.3641611355529086
CXorf56,4.699046289838532,4.651975868346149,5.301163262119795,5.342778726974613,4.639996149311747,4.606685025830553,4.774771249157928,4.81949447746086,4.413404526689472
SLC25A43,5.14328728624977,5.175804011366074,4.551509865397238,4.4197950482648105,3.8903688648198833,3.6475332575736577,1.1023826662000973,1.3893300141365943,4.659941678890677
ENST00000428222.1,0.03723038837231204,0.2625510220237864,0.24186458412011483,0.31094266898474343,0.09938004645219806,0.23989413092380493,0.16771502443216896,0.12007717834844607,0.18799825584470747
ZCCHC12,0.05033730617180197,0.0408419442019596,0.33442640177129085,0.4073146776299775,2.941513889857425,3.2200002025580217,0.6877048288263061,0.43492440837581375,0.13013749882994416
ENST00000506969.1,0.11521706495195899,0.41585924070702374,0.44783624048290666,0.1590943725176274,0.09979745085979154,0.0,0.0,0.0,0.8365390081257478
IL13RA1,6.349289191543116,6.274453635033251,5.243688119785506,5.032466761576015,2.4679211152969147,1.7090082457558022,4.421041477891445,4.225606563514288,6.487539407547643
KLHL13,0.17844184963188478,0.0379121086319716,4.704816645334397,4.169059124628751,3.9266446904323553,3.9444087045327723,3.6267778674242988,3.3629481361709805,1.4135778357519202
BRCC3,4.914813242577546,4.909379500908709,5.662248232878569,5.60733031374961,3.752127713668874,3.275302114036548,3.864245584942182,3.769115819692394,4.573913739589211
ENST00000536192.3,0.0,1.5258584032981415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLS3,6.986865972329115,7.003186187632578,8.497456687933642,8.524819845313095,1.3700526557159143,0.7112711063668777,8.268696378538158,8.165716016487329,7.064300863303992
SNORA35B,0.0,0.0,0.0,0.0,0.0,2.297728474662938,0.0,0.0,0.0
LRCH2,1.2694700791969167,1.033905728024611,3.243050563489434,3.1059009677860825,1.5373109785904298,1.1045714980327532,0.10356880754625404,0.0705432071556778,1.179708491710782
ENST00000674257.1,0.0,0.36030246549999256,0.5153592274466107,0.32740454523746176,0.13943020185620217,0.0,0.10059825984830251,0.3871893629184436,0.0
ENST00000651919.1,0.30632524323058086,0.18190527387189528,0.4280705493027779,0.22090196602380274,0.8114003326303768,0.33947834527188653,1.2037148585220938,0.6014169820922237,0.5024304105571201
LHFPL1,0.0,0.0,0.2532825657886439,0.37326177063646127,0.24004683345590414,0.23548689698062544,1.3875390065008095,1.486147994413896,0.0
ALG13,6.008092420948722,5.606963304640688,6.221014762877206,6.585282563177738,4.595443984589479,4.495835844110896,4.593258145936125,4.625036646268437,5.145159785296773
ENST00000448271.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6781530544263845,0.9406989926648638,0.5518280243668978
DCX,0.08712062734825919,0.0,0.02509401559403529,0.02540590184069578,3.2510646194988273,2.8894832772826176,5.137806785717907,4.828956476417663,0.0
CHRDL1,0.9604746414249001,1.1157524129945313,1.714500508653858,1.5740772812689976,6.683149024519058,6.942678705186356,8.3259485086078,8.418919377177998,3.065088000370469
AMMECR1,3.406129817466046,3.469378079061725,4.600840628029764,4.3238384005183566,2.708487444302431,2.463645995919048,4.460487022964086,4.195497215049525,3.2080364894514326
ACSL4,6.8457911037137125,6.724691194801597,6.724759397336505,6.64248642212332,5.0537282608490095,4.984083452609756,3.787777215734863,3.5326037241404955,5.872252551240643
COL4A5,3.185051430195589,2.9329644632266962,3.979897298802766,4.098461668322291,0.0,0.0,0.0,0.0,5.829370103667042
COL4A6,1.8215183870997995,1.8411237513659586,1.2181673882210586,1.4361031919825495,0.0,0.0,0.0,0.0,4.8158776664041785
ATG4A,4.196449673487529,4.143997408546971,4.7965458426710486,4.861161365753398,3.553077835220081,3.984771612385425,3.338994819077196,3.146853953682972,4.290520246120838
VSIG1,0.2777776982681684,0.19333650416463707,0.2947542425468569,0.40038600142473174,0.6213800262800885,0.28645182301262545,0.6434646469214917,0.5528246158834328,0.3917270336227546
NUP62CL,0.0,0.0,1.6898492928119988,2.142926377529557,0.0,0.0,0.0,0.0,0.0
MORC4,5.067539769106241,5.059489399099797,4.940674189128861,4.887705596351583,4.255598923710167,4.221745639850011,4.017458746361626,3.579795624646143,5.2488459899594515
RADX,3.6202110263241134,3.555092172351702,3.439148366238291,3.301294981009143,5.192545325657077,4.829260998791226,4.631954046083827,4.462817974571764,2.7207797092018438
PWWP3B,0.0,0.0,0.2982653329090022,0.1933440746646207,2.405396103999519,2.0251953860200143,0.03301343827515361,0.0,0.0
IL1RAPL2,0.0,0.0,0.0,0.0,0.7921040393475041,1.601278145565609,1.310555345349869,1.9196299272784236,0.0
ENST00000620307.4,1.80123730877256,1.8951436058587003,2.1059160493168183,1.9056936241084583,2.197179728184341,1.70897294312306,1.250003499950653,1.3122295114560685,2.3874176886749536
H2BW3P,2.0830499386694026,0.47831021326551393,1.5662355246433945,1.2415656488751718,3.2041548055301914,2.548372503491521,1.9484251718576484,1.9513192226538396,2.0758851327951557
H2BW2,1.2306764545073485,0.4950381263539256,0.6678848606578436,0.77846596724525,2.1673033278280127,1.7033310870495288,0.7872627748777391,0.8543452039554063,0.9657975804783169
TMSB15B-AS1,0.9456226843605033,0.8829833874348806,1.2427854033735573,0.980225691107322,0.8732682960309186,0.9688133013720058,1.1067034213507307,0.6646484904741907,0.7829494741535643
RAB9B,1.1444184194554672,1.2814074565494833,1.1144469873571765,1.2125880143938885,2.0538794105303637,1.8780778959328601,1.5574345984978826,1.4881036331235766,2.19057377520931
ENST00000674271.1,0.0,0.0,1.4661833464012581,1.7362671607318874,0.7084538947127522,0.840636447587484,0.6042563943852847,0.5795779449239855,0.0
ENST00000674403.1,0.24139968257165886,0.16096922349406212,0.31174722532143223,0.34794453149115945,0.0,0.0,0.4732216695923237,0.03854434461027238,0.39694420696505306
ENST00000674266.1,0.0,0.0,0.3665219743324078,0.0,0.0,0.7182059765678896,1.2597666102144474,1.3559916429580947,0.6548928411852953
MORF4L2,9.203247659377144,9.095676567324462,9.14731433152873,9.069063027674607,8.914289447653314,8.685330489400748,8.276640890713939,8.021124340035607,8.986499109896316
TCEAL1,6.056299556534754,5.988764203205089,5.492173659610827,5.60607795495063,5.373307157725688,5.008917094736053,4.7899535140845,4.529514887845983,5.807496608362853
ENST00000655887.1,0.06142921794314115,0.09799097083139609,0.17335517578553103,0.08597117233527923,0.420727074942462,0.1027038131842776,0.59215800212536,0.39580754257023976,0.397971585811261
RAB40A,0.4555200271062205,0.10825412476412084,0.19171171306528884,0.09833870205085429,0.15157050862408633,0.31567635550818485,0.29497415669794114,0.12495934142674223,0.500709268979107
ENST00000445990.1,0.8823182841641325,0.7416119497447895,0.6862943331188848,0.7223103798832755,0.36579890194461917,0.35432238553702844,1.2416510652658745,1.6807834254334524,2.235586152804523
ENST00000658164.1,0.7259339391506812,0.6170181928234083,0.22784702564077694,0.4267317097052996,0.34265372825559753,0.41945799045817,1.486745260015839,1.404799601793046,1.6200139105501143
ENST00000628546.1,0.0,0.8398475526307568,0.0,0.0,1.0110089334226757,0.8198104025130355,0.0,1.3454928924920506,1.099349072925192
ENST00000630831.1,1.0868720639838814,0.0,0.7313031714761722,0.0,0.0,0.0,0.0,0.0,1.0480617680692599
